article_id,ticker,sentiment_label,confidence_score
6706,TSLA,neutral,0.9237
6707,TSLA,neutral,0.9229
6708,TSLA,negative,0.4934
6709,CRM,neutral,0.9376
6710,TSLA,neutral,0.8635
6711,GME,neutral,0.9269
6712,TSLA,neutral,0.8256
6713,TSLA,neutral,0.9180
6714,TSLA,positive,0.5246
6715,AMZN,neutral,0.9515
6716,AMC,neutral,0.9532
6717,TSLA,positive,0.8084
6718,TSLA,neutral,0.9381
6719,ORCL,neutral,0.9486
6720,AMC,neutral,0.9527
6721,AMC,neutral,0.9525
6722,AMC,neutral,0.9513
6723,IBM,neutral,0.9526
6724,META,negative,0.4763
6725,INTC,neutral,0.9444
6726,AAPL,positive,0.6523
6727,CRM,neutral,0.9325
6728,CRM,neutral,0.9513
6729,CRM,neutral,0.9320
6730,TSLA,neutral,0.8975
6731,IBM,positive,0.7657
6732,GOOGL,neutral,0.9362
6733,CSCO,neutral,0.8467
6734,TSLA,positive,0.8772
6735,AMZN,neutral,0.5802
6736,AMC,neutral,0.9505
6737,TSLA,neutral,0.8981
6738,AAPL,neutral,0.9457
6739,TSLA,neutral,0.9059
6740,TSLA,neutral,0.9080
6741,TSLA,neutral,0.9059
6742,AAPL,neutral,0.9497
6743,AAPL,neutral,0.9495
6744,TSLA,negative,0.6591
6745,NFLX,neutral,0.9341
6746,AMC,negative,0.7915
6747,GME,neutral,0.9242
6748,GME,positive,0.8104
6749,GME,neutral,0.9166
6750,AMC,neutral,0.9523
6751,CSCO,positive,0.8895
6752,TSLA,neutral,0.6721
6753,INTC,neutral,0.7995
6754,MSFT,positive,0.8936
6755,MSFT,neutral,0.9361
6756,AAPL,negative,0.9471
6757,INTC,neutral,0.9361
6758,CRM,neutral,0.4312
6759,CRM,neutral,0.9169
6760,INTC,neutral,0.6274
6761,INTC,negative,0.8669
6762,INTC,neutral,0.7434
6763,META,neutral,0.9222
6764,AAPL,neutral,0.9475
6765,NVDA,neutral,0.5894
6766,MSFT,neutral,0.9427
6767,NFLX,neutral,0.9375
6768,NVDA,neutral,0.5894
6769,CSCO,neutral,0.7161
6770,NVDA,neutral,0.8029
6771,CRM,neutral,0.6952
6772,MSFT,neutral,0.9209
6773,MSFT,neutral,0.9379
6774,AMZN,neutral,0.9047
6775,GME,neutral,0.9050
6776,TSLA,neutral,0.8228
6777,IBM,neutral,0.9519
6778,IBM,neutral,0.9493
6779,TSLA,neutral,0.9341
6780,GOOGL,neutral,0.9230
6781,META,neutral,0.6726
6782,META,neutral,0.9232
6783,GME,positive,0.9286
6784,AMC,neutral,0.9525
6785,AMC,neutral,0.9503
6786,AAPL,neutral,0.9527
6787,AMC,neutral,0.9512
6788,TSLA,neutral,0.8642
6789,META,negative,0.7288
6790,MSFT,neutral,0.9536
6791,IBM,positive,0.7657
6792,MSFT,neutral,0.9528
6793,MSFT,neutral,0.9517
6794,ADBE,neutral,0.9530
6795,ADBE,neutral,0.9516
6796,INTC,neutral,0.9383
6797,INTC,neutral,0.9303
6798,INTC,neutral,0.9300
6799,TSLA,neutral,0.9208
6800,TSLA,neutral,0.9496
6801,AAPL,neutral,0.9523
6802,META,neutral,0.9372
6803,AAPL,neutral,0.9489
6804,INTC,neutral,0.9547
6805,INTC,neutral,0.9544
6806,AAPL,neutral,0.9504
6807,AAPL,neutral,0.9499
6808,TSLA,neutral,0.9208
6809,TSLA,neutral,0.9176
6810,GME,negative,0.9308
6811,GME,neutral,0.6631
6812,CSCO,neutral,0.9403
6813,META,neutral,0.9293
6814,ADBE,neutral,0.9327
6815,AAPL,neutral,0.9375
6816,AMZN,neutral,0.9538
6817,AMZN,neutral,0.9530
6818,AAPL,neutral,0.9487
6819,TSLA,positive,0.6848
6820,TSLA,positive,0.8556
6821,TSLA,neutral,0.8580
6822,TSLA,neutral,0.7990
6823,TSLA,neutral,0.8492
6824,IBM,neutral,0.9471
6825,TSLA,positive,0.8726
6826,TSLA,negative,0.8319
6827,TSLA,positive,0.9386
6828,TSLA,neutral,0.9018
6829,TSLA,positive,0.7402
6830,TSLA,neutral,0.8514
6831,TSLA,positive,0.6305
6832,TSLA,positive,0.6305
6833,TSLA,positive,0.6305
6834,TSLA,neutral,0.8173
6835,TSLA,neutral,0.8471
6836,TSLA,neutral,0.8989
6837,ADBE,neutral,0.9196
6838,TSLA,positive,0.6244
6839,TSLA,neutral,0.8108
6840,TSLA,neutral,0.8881
6841,TSLA,positive,0.6886
6842,TSLA,positive,0.8303
6843,TSLA,positive,0.9254
6844,TSLA,positive,0.8814
6845,TSLA,neutral,0.8927
6846,TSLA,positive,0.9330
6847,TSLA,neutral,0.8091
6848,META,neutral,0.9026
6849,AAPL,neutral,0.9501
6850,TSLA,neutral,0.8642
6851,META,neutral,0.9300
6852,ORCL,neutral,0.9458
6853,INTC,neutral,0.9470
6854,NVDA,neutral,0.9307
6855,CRM,neutral,0.8596
6856,TSLA,neutral,0.8132
6857,GOOGL,neutral,0.9207
6858,GOOGL,neutral,0.9109
6859,GME,neutral,0.7657
6860,TSLA,positive,0.5283
6861,AMZN,negative,0.9535
6862,GME,negative,0.9649
6863,MSFT,neutral,0.9312
6864,TSLA,neutral,0.7704
6865,TSLA,neutral,0.6134
6866,TSLA,neutral,0.9316
6867,TSLA,neutral,0.5987
6868,AMZN,positive,0.6401
6869,TSLA,neutral,0.8910
6870,TSLA,neutral,0.6544
6871,AMZN,neutral,0.8540
6872,MSFT,neutral,0.6717
6873,TSLA,neutral,0.9405
6874,TSLA,neutral,0.6621
6875,TSLA,neutral,0.8882
6876,AAPL,neutral,0.7562
6877,TSLA,negative,0.9616
6878,TSLA,neutral,0.8387
6879,TSLA,positive,0.8690
6880,TSLA,neutral,0.8132
6881,TSLA,neutral,0.7910
6882,TSLA,neutral,0.8734
6883,TSLA,neutral,0.8945
6884,TSLA,neutral,0.7054
6885,TSLA,positive,0.9106
6886,TSLA,neutral,0.6942
6887,TSLA,positive,0.7370
6888,TSLA,neutral,0.7756
6889,TSLA,neutral,0.8612
6890,TSLA,positive,0.5283
6891,TSLA,neutral,0.6295
6892,TSLA,negative,0.9657
6893,TSLA,neutral,0.9372
6894,TSLA,neutral,0.9254
6895,TSLA,negative,0.9502
6896,TSLA,neutral,0.8621
6897,TSLA,negative,0.9633
6898,TSLA,negative,0.9633
6899,TSLA,neutral,0.9257
6900,TSLA,neutral,0.7955
6901,TSLA,positive,0.9253
6902,TSLA,positive,0.9345
6903,TSLA,positive,0.8450
6904,TSLA,neutral,0.9350
6905,TSLA,neutral,0.6621
6906,TSLA,neutral,0.8991
6907,GOOGL,neutral,0.8989
6908,TSLA,neutral,0.9418
6909,TSLA,neutral,0.9032
6910,TSLA,positive,0.9499
6911,TSLA,positive,0.8910
6912,AMC,neutral,0.9535
6913,GME,negative,0.7214
6914,INTC,neutral,0.8545
6915,AMC,neutral,0.9517
6916,GME,positive,0.7736
6917,AAPL,neutral,0.9492
6918,AMZN,neutral,0.9448
6919,CRM,neutral,0.9486
6920,AAPL,neutral,0.9482
6921,AAPL,neutral,0.8766
6922,GME,neutral,0.6118
6923,GME,positive,0.9520
6924,GME,neutral,0.8680
6925,AMC,neutral,0.9342
6926,AMC,neutral,0.9173
6927,AMC,neutral,0.9511
6928,TSLA,neutral,0.8927
6929,NVDA,positive,0.9463
6930,INTC,negative,0.9218
6931,CRM,neutral,0.9413
6932,CRM,neutral,0.9519
6933,CRM,neutral,0.9534
6934,CRM,neutral,0.9369
6935,AAPL,neutral,0.9305
6936,MSFT,neutral,0.9249
6937,ORCL,neutral,0.9524
6938,TSLA,neutral,0.9253
6939,AAPL,neutral,0.9005
6940,MSFT,neutral,0.9379
6941,TSLA,neutral,0.8880
6942,NVDA,neutral,0.9150
6943,NFLX,positive,0.7271
6944,INTC,neutral,0.9165
6945,TSLA,neutral,0.9201
6946,AMZN,neutral,0.9157
6947,NFLX,neutral,0.9227
6948,NFLX,neutral,0.9116
6949,META,neutral,0.7860
6950,AMZN,neutral,0.9271
6951,AMZN,neutral,0.9248
6952,AMZN,neutral,0.9231
6953,TSLA,neutral,0.9328
6954,INTC,neutral,0.9300
6955,AMZN,neutral,0.8923
6956,AMZN,neutral,0.9179
6957,AMZN,neutral,0.9246
6958,AMZN,neutral,0.9126
6959,NFLX,neutral,0.9362
6960,GME,neutral,0.9258
6961,TSLA,neutral,0.9200
6962,AMZN,neutral,0.9157
6963,NFLX,neutral,0.9199
6964,IBM,positive,0.9148
6965,IBM,positive,0.9392
6966,IBM,positive,0.8921
6967,IBM,positive,0.9309
6968,NVDA,neutral,0.8662
6969,NVDA,neutral,0.9374
6970,NVDA,neutral,0.9335
6971,AMZN,neutral,0.9179
6972,AMZN,neutral,0.7958
6973,AMZN,neutral,0.9198
6974,AMZN,neutral,0.9169
6975,NFLX,neutral,0.9423
6976,TSLA,neutral,0.8744
6977,AMZN,neutral,0.9247
6978,AMZN,neutral,0.9294
6979,GOOGL,neutral,0.8516
6980,AMZN,neutral,0.8819
6981,AMZN,neutral,0.8919
6982,AMZN,neutral,0.8261
6983,AMZN,neutral,0.9135
6984,AMZN,neutral,0.8894
6985,AMZN,neutral,0.9301
6986,AMZN,neutral,0.9165
6987,AMZN,neutral,0.9477
6988,AMZN,neutral,0.9475
6989,AMZN,positive,0.8767
6990,AMZN,neutral,0.9379
6991,AMZN,neutral,0.9338
6992,AMZN,neutral,0.9075
6993,NFLX,positive,0.4790
6994,AMC,neutral,0.9517
6995,GME,neutral,0.9490
6996,GME,negative,0.6066
6997,GME,neutral,0.9502
6998,AMC,neutral,0.9483
6999,META,neutral,0.9283
7000,MSFT,neutral,0.9443
7001,TSLA,neutral,0.9511
7002,MSFT,neutral,0.9525
7003,NFLX,neutral,0.5938
7004,NFLX,neutral,0.9365
7005,CRM,neutral,0.9488
7006,AAPL,neutral,0.8935
7007,IBM,positive,0.5001
7008,CRM,negative,0.7869
7009,CRM,neutral,0.9460
7010,AAPL,neutral,0.9449
7011,TSLA,negative,0.9590
7012,IBM,neutral,0.9415
7013,INTC,neutral,0.9402
7014,MSFT,neutral,0.9469
7015,CRM,neutral,0.9459
7016,INTC,neutral,0.9419
7017,CRM,neutral,0.9488
7018,CRM,neutral,0.9406
7019,INTC,neutral,0.9419
7020,MSFT,neutral,0.9482
7021,MSFT,neutral,0.9483
7022,CSCO,neutral,0.9477
7023,MSFT,negative,0.8201
7024,MSFT,neutral,0.9475
7025,AMZN,neutral,0.9409
7026,GOOGL,negative,0.7069
7027,AMC,neutral,0.9483
7028,NFLX,negative,0.7427
7029,AAPL,positive,0.5405
7030,AAPL,neutral,0.9487
7031,TSLA,neutral,0.9340
7032,AAPL,neutral,0.9491
7033,MSFT,neutral,0.9296
7034,GOOGL,neutral,0.8855
7035,NVDA,neutral,0.9279
7036,GME,neutral,0.9428
7037,GME,neutral,0.7453
7038,MSFT,neutral,0.9240
7039,MSFT,neutral,0.8516
7040,AMC,neutral,0.9356
7041,GOOGL,neutral,0.9231
7042,AMC,neutral,0.9534
7043,GME,neutral,0.9516
7044,AMC,neutral,0.9493
7045,CRM,neutral,0.9365
7046,AAPL,neutral,0.9502
7047,GME,negative,0.6122
7048,GOOGL,neutral,0.9488
7049,GOOGL,neutral,0.9492
7050,TSLA,positive,0.6252
7051,AAPL,neutral,0.9229
7052,AAPL,neutral,0.9476
7053,AAPL,neutral,0.9483
7054,AMC,neutral,0.9490
7055,CRM,positive,0.9114
7056,AMZN,neutral,0.9399
7057,META,negative,0.4190
7058,META,neutral,0.9222
7059,NFLX,neutral,0.9371
7060,AAPL,neutral,0.9336
7061,AAPL,neutral,0.9494
7062,AAPL,neutral,0.9502
7063,TSLA,neutral,0.8370
7064,TSLA,neutral,0.9355
7065,TSLA,neutral,0.9472
7066,GME,negative,0.7113
7067,TSLA,neutral,0.9107
7068,TSLA,neutral,0.7978
7069,TSLA,neutral,0.9080
7070,TSLA,neutral,0.7693
7071,TSLA,neutral,0.8176
7072,TSLA,neutral,0.6159
7073,TSLA,neutral,0.8688
7074,TSLA,neutral,0.8454
7075,TSLA,neutral,0.9180
7076,AMZN,neutral,0.8955
7077,AMZN,neutral,0.7861
7078,AMZN,neutral,0.8437
7079,AMZN,positive,0.5988
7080,NFLX,neutral,0.8667
7081,NFLX,neutral,0.6968
7082,AMZN,neutral,0.7247
7083,NFLX,positive,0.8912
7084,NFLX,neutral,0.6959
7085,TSLA,neutral,0.8246
7086,AAPL,neutral,0.9266
7087,AMZN,neutral,0.8437
7088,AMZN,positive,0.5988
7089,AMZN,neutral,0.9387
7090,META,negative,0.6381
7091,NFLX,negative,0.6758
7092,AMZN,positive,0.8749
7093,NFLX,neutral,0.6959
7094,AMZN,neutral,0.7228
7095,INTC,neutral,0.9475
7096,IBM,positive,0.9309
7097,GOOGL,neutral,0.5436
7098,GOOGL,positive,0.7057
7099,NVDA,neutral,0.6260
7100,CSCO,neutral,0.7972
7101,NVDA,positive,0.8398
7102,NVDA,positive,0.8398
7103,NVDA,positive,0.7561
7104,INTC,neutral,0.8855
7105,IBM,positive,0.8416
7106,IBM,negative,0.8370
7107,IBM,negative,0.9648
7108,IBM,neutral,0.9397
7109,IBM,negative,0.9522
7110,IBM,neutral,0.9516
7111,IBM,positive,0.5873
7112,TSLA,positive,0.9354
7113,MSFT,neutral,0.8600
7114,IBM,positive,0.8513
7115,CRM,neutral,0.9375
7116,CRM,neutral,0.9511
7117,CRM,neutral,0.9320
7118,AAPL,neutral,0.5210
7119,CRM,neutral,0.9365
7120,INTC,neutral,0.6414
7121,GME,neutral,0.5636
7122,TSLA,neutral,0.8261
7123,AAPL,neutral,0.9515
7124,CRM,negative,0.7869
7125,MSFT,neutral,0.9505
7126,MSFT,neutral,0.9340
7127,GME,neutral,0.9472
7128,AAPL,neutral,0.9492
7129,AMC,neutral,0.8633
7130,AAPL,neutral,0.9502
7131,AMC,neutral,0.9524
7132,AAPL,neutral,0.9456
7133,AAPL,neutral,0.9483
7134,AMZN,neutral,0.7861
7135,AMZN,neutral,0.5008
7136,MSFT,neutral,0.9502
7137,AMZN,neutral,0.6564
7138,AMZN,neutral,0.6564
7139,INTC,neutral,0.9383
7140,AAPL,neutral,0.9496
7141,AAPL,neutral,0.9465
7142,GOOGL,neutral,0.5068
7143,INTC,neutral,0.9502
7144,AAPL,neutral,0.9500
7145,AAPL,neutral,0.9449
7146,AMC,neutral,0.7756
7147,CRM,neutral,0.9444
7148,CSCO,neutral,0.9470
7149,AAPL,negative,0.9356
7150,AAPL,neutral,0.9482
7151,AMC,neutral,0.9499
7152,AAPL,neutral,0.9475
7153,AMZN,neutral,0.6280
7154,TSLA,negative,0.9648
7155,TSLA,negative,0.9648
7156,TSLA,negative,0.9687
7157,IBM,neutral,0.9409
7158,CRM,neutral,0.9307
7159,GOOGL,neutral,0.9409
7160,GME,negative,0.5875
7161,META,negative,0.9147
7162,GME,neutral,0.9517
7163,AMC,neutral,0.9517
7164,TSLA,positive,0.8726
7165,TSLA,positive,0.8279
7166,TSLA,neutral,0.9251
7167,IBM,neutral,0.9468
7168,NVDA,neutral,0.9513
7169,CRM,neutral,0.9369
7170,CSCO,negative,0.9166
7171,CSCO,neutral,0.8642
7172,CSCO,negative,0.9710
7173,META,neutral,0.9470
7174,IBM,neutral,0.9505
7175,NFLX,neutral,0.9238
7176,META,positive,0.5210
7177,NFLX,neutral,0.9054
7178,AMC,neutral,0.9517
7179,AAPL,neutral,0.9526
7180,TSLA,neutral,0.8975
7181,NFLX,negative,0.5042
7182,CSCO,neutral,0.9154
7183,TSLA,neutral,0.9059
7184,NVDA,neutral,0.9278
7185,NFLX,neutral,0.8577
7186,TSLA,neutral,0.9201
7187,INTC,neutral,0.9503
7188,AMC,neutral,0.5717
7189,AMC,neutral,0.9273
7190,AMC,positive,0.6088
7191,AMC,neutral,0.9504
7192,AAPL,neutral,0.9411
7193,AAPL,neutral,0.9499
7194,AAPL,neutral,0.9490
7195,TSLA,negative,0.9457
7196,AAPL,neutral,0.9483
7197,INTC,neutral,0.9494
7198,AAPL,neutral,0.9468
7199,AAPL,neutral,0.8623
7200,AAPL,neutral,0.9494
7201,AAPL,neutral,0.9189
7202,TSLA,neutral,0.9466
7203,NVDA,neutral,0.9206
7204,NVDA,neutral,0.9158
7205,INTC,neutral,0.9308
7206,NVDA,neutral,0.9517
7207,CRM,neutral,0.9334
7208,AMZN,negative,0.7675
7209,AMC,neutral,0.9502
7210,GME,neutral,0.9449
7211,AAPL,neutral,0.9212
7212,AMC,neutral,0.9514
7213,META,neutral,0.7474
7214,CSCO,neutral,0.8794
7215,TSLA,negative,0.9657
7216,AMZN,neutral,0.9240
7217,NVDA,neutral,0.9158
7218,META,neutral,0.9543
7219,CSCO,neutral,0.9403
7220,TSLA,positive,0.8631
7221,NFLX,neutral,0.9379
7222,AMC,neutral,0.9245
7223,NVDA,neutral,0.9359
7224,AMZN,neutral,0.9260
7225,AMZN,neutral,0.7865
7226,TSLA,neutral,0.9231
7227,TSLA,negative,0.9249
7228,TSLA,neutral,0.8736
7229,AMZN,neutral,0.9473
7230,TSLA,positive,0.9416
7231,TSLA,positive,0.9004
7232,AMZN,neutral,0.9317
7233,GME,neutral,0.9279
7234,TSLA,neutral,0.8642
7235,TSLA,neutral,0.9093
7236,AAPL,neutral,0.9521
7237,CSCO,neutral,0.9478
7238,CSCO,neutral,0.9480
7239,AAPL,neutral,0.9511
7240,CRM,neutral,0.9339
7241,MSFT,neutral,0.9212
7242,TSLA,neutral,0.8642
7243,TSLA,positive,0.7329
7244,IBM,positive,0.8921
7245,IBM,positive,0.9392
7246,INTC,neutral,0.9502
7247,AAPL,neutral,0.9519
7248,AAPL,neutral,0.9457
7249,TSLA,neutral,0.9179
7250,NFLX,neutral,0.7032
7251,AAPL,positive,0.6693
7252,TSLA,neutral,0.5528
7253,TSLA,neutral,0.6543
7254,AMZN,neutral,0.9317
7255,AMZN,negative,0.8823
7256,AMZN,positive,0.6838
7257,TSLA,neutral,0.8495
7258,TSLA,neutral,0.8942
7259,TSLA,neutral,0.7591
7260,AMC,neutral,0.9379
7261,TSLA,neutral,0.7698
7262,AMZN,neutral,0.9309
7263,AMZN,positive,0.7874
7264,AMZN,neutral,0.5097
7265,AMZN,neutral,0.9405
7266,INTC,neutral,0.8620
7267,AMZN,positive,0.6139
7268,MSFT,neutral,0.9340
7269,MSFT,neutral,0.9485
7270,AAPL,positive,0.7769
7271,MSFT,negative,0.6817
7272,MSFT,positive,0.5050
7273,AAPL,positive,0.8197
7274,AAPL,positive,0.5630
7275,AMZN,neutral,0.9470
7276,META,neutral,0.8981
7277,AAPL,neutral,0.9214
7278,GME,neutral,0.9331
7279,NFLX,neutral,0.9379
7280,MSFT,negative,0.5686
7281,GOOGL,neutral,0.9194
7282,META,neutral,0.7869
7283,AMZN,neutral,0.9372
7284,TSLA,neutral,0.9200
7285,GOOGL,positive,0.5237
7286,GOOGL,negative,0.6195
7287,AAPL,neutral,0.9386
7288,META,neutral,0.9235
7289,IBM,neutral,0.9304
7290,AMZN,negative,0.8774
7291,AMZN,negative,0.8774
7292,AAPL,neutral,0.8099
7293,AMZN,neutral,0.7290
7294,AMZN,negative,0.6817
7295,GOOGL,neutral,0.9360
7296,MSFT,neutral,0.9427
7297,NVDA,neutral,0.9475
7298,GME,neutral,0.8608
7299,AMZN,neutral,0.9375
7300,AAPL,negative,0.8388
7301,AAPL,negative,0.8388
7302,CRM,neutral,0.9382
7303,META,neutral,0.7523
7304,MSFT,negative,0.9639
7305,MSFT,neutral,0.9379
7306,AMC,positive,0.8684
7307,TSLA,neutral,0.8853
7308,AAPL,neutral,0.9528
7309,AAPL,neutral,0.9528
7310,INTC,neutral,0.9453
7311,INTC,neutral,0.9512
7312,AAPL,neutral,0.9476
7313,MSFT,negative,0.9175
7314,NFLX,neutral,0.9423
7315,MSFT,neutral,0.8093
7316,MSFT,neutral,0.9446
7317,MSFT,neutral,0.9481
7318,ADBE,neutral,0.9457
7319,AMC,neutral,0.9529
7320,AAPL,neutral,0.9464
7321,NFLX,neutral,0.6628
7322,NFLX,negative,0.9444
7323,NFLX,neutral,0.9394
7324,NFLX,neutral,0.7701
7325,NFLX,positive,0.6479
7326,INTC,neutral,0.9012
7327,AMC,neutral,0.9339
7328,AMC,positive,0.9130
7329,INTC,neutral,0.9444
7330,AMC,neutral,0.9113
7331,AAPL,neutral,0.9466
7332,AMC,positive,0.8010
7333,INTC,neutral,0.9218
7334,NFLX,positive,0.8805
7335,AMZN,neutral,0.8393
7336,NFLX,neutral,0.8639
7337,AMC,negative,0.7782
7338,AAPL,neutral,0.9492
7339,IBM,negative,0.9522
7340,TSLA,negative,0.9590
7341,TSLA,negative,0.9213
7342,NFLX,neutral,0.6294
7343,INTC,neutral,0.9354
7344,NFLX,neutral,0.9452
7345,TSLA,neutral,0.9382
7346,AAPL,neutral,0.9483
7347,AAPL,neutral,0.9521
7348,NFLX,negative,0.8453
7349,META,negative,0.5083
7350,NFLX,neutral,0.9352
7351,NFLX,neutral,0.9350
7352,META,negative,0.6797
7353,META,negative,0.9108
7354,NFLX,neutral,0.9244
7355,NFLX,neutral,0.8755
7356,AAPL,neutral,0.6081
7357,NFLX,neutral,0.8533
7358,NFLX,negative,0.8588
7359,AAPL,positive,0.9050
7360,AAPL,neutral,0.5189
7361,AAPL,neutral,0.9418
7362,AAPL,neutral,0.6989
7363,AAPL,neutral,0.8556
7364,AAPL,neutral,0.9473
7365,NFLX,neutral,0.8723
7366,NFLX,neutral,0.9274
7367,AAPL,neutral,0.9250
7368,AMC,neutral,0.9483
7369,AMC,neutral,0.9407
7370,NFLX,neutral,0.9389
7371,IBM,neutral,0.8199
7372,AMC,neutral,0.9024
7373,AMC,neutral,0.6409
7374,IBM,neutral,0.8467
7375,AMC,neutral,0.8185
7376,META,neutral,0.5151
7377,AMC,neutral,0.8360
7378,AMC,positive,0.7461
7379,AMC,positive,0.6956
7380,AMC,neutral,0.9478
7381,AAPL,neutral,0.9448
7382,AMC,negative,0.9026
7383,NFLX,neutral,0.6830
7384,NFLX,neutral,0.7338
7385,AMC,neutral,0.5414
7386,INTC,neutral,0.7404
7387,NFLX,neutral,0.8906
7388,NFLX,neutral,0.9401
7389,NFLX,negative,0.8260
7390,NFLX,neutral,0.4828
7391,AMC,neutral,0.9522
7392,IBM,neutral,0.9066
7393,GOOGL,neutral,0.8388
7394,NFLX,negative,0.7373
7395,NFLX,positive,0.7803
7396,NFLX,neutral,0.8203
7397,AAPL,neutral,0.9007
7398,META,neutral,0.9288
7399,NFLX,neutral,0.8755
7400,NFLX,negative,0.8626
7401,AAPL,neutral,0.9266
7402,AAPL,neutral,0.9449
7403,AAPL,neutral,0.9458
7404,NFLX,neutral,0.9172
7405,NFLX,neutral,0.9172
7406,NFLX,neutral,0.7392
7407,NFLX,neutral,0.8716
7408,META,neutral,0.8561
7409,AAPL,neutral,0.9482
7410,AMC,positive,0.8377
7411,MSFT,neutral,0.8689
7412,NFLX,neutral,0.8902
7413,AMC,negative,0.8976
7414,AAPL,neutral,0.8468
7415,AMC,neutral,0.9321
7416,AMC,negative,0.7921
7417,AMZN,neutral,0.9222
7418,CSCO,neutral,0.9470
7419,AMC,neutral,0.8366
7420,AMZN,neutral,0.9009
7421,NFLX,negative,0.8558
7422,AMC,neutral,0.6697
7423,INTC,neutral,0.9471
7424,AMC,negative,0.6630
7425,CSCO,positive,0.7987
7426,NFLX,negative,0.8171
7427,MSFT,neutral,0.9148
7428,AMC,neutral,0.9464
7429,NFLX,neutral,0.9038
7430,NFLX,neutral,0.9210
7431,NFLX,neutral,0.5103
7432,AMC,neutral,0.9471
7433,NFLX,positive,0.6401
7434,AMZN,negative,0.8492
7435,AMC,neutral,0.8936
7436,AMC,neutral,0.7929
7437,AAPL,neutral,0.9502
7438,AAPL,neutral,0.9526
7439,NFLX,neutral,0.7078
7440,AMZN,neutral,0.8437
7441,AMC,positive,0.9181
7442,AMC,neutral,0.9534
7443,NFLX,negative,0.7178
7444,AMZN,positive,0.7872
7445,AMZN,neutral,0.9119
7446,NFLX,negative,0.7178
7447,AMC,neutral,0.9522
7448,NFLX,negative,0.9567
7449,AAPL,neutral,0.9482
7450,NVDA,neutral,0.9274
7451,NFLX,neutral,0.8207
7452,NFLX,neutral,0.8835
7453,NFLX,neutral,0.8835
7454,AMC,neutral,0.9535
7455,NFLX,positive,0.9415
7456,AMC,negative,0.4242
7457,NFLX,positive,0.8465
7458,META,neutral,0.8640
7459,NFLX,neutral,0.7983
7460,NFLX,neutral,0.8870
7461,GOOGL,neutral,0.9278
7462,NFLX,neutral,0.6688
7463,NFLX,neutral,0.8642
7464,NFLX,negative,0.5590
7465,AMC,positive,0.9178
7466,TSLA,neutral,0.9352
7467,NFLX,negative,0.9382
7468,AMZN,neutral,0.6191
7469,NFLX,negative,0.9510
7470,NFLX,negative,0.9503
7471,NFLX,negative,0.9344
7472,NFLX,negative,0.9536
7473,NFLX,negative,0.9510
7474,GME,negative,0.6066
7475,NFLX,negative,0.8754
7476,AMC,neutral,0.8586
7477,AMC,negative,0.4938
7478,NFLX,neutral,0.8581
7479,TSLA,positive,0.7534
7480,AAPL,neutral,0.9490
7481,NFLX,negative,0.9438
7482,NFLX,neutral,0.7503
7483,AMC,neutral,0.9033
7484,AAPL,neutral,0.9500
7485,NFLX,positive,0.8994
7486,NFLX,positive,0.5662
7487,AMC,neutral,0.8997
7488,CSCO,neutral,0.9480
7489,NFLX,neutral,0.4857
7490,AMC,negative,0.9042
7491,AMC,neutral,0.8875
7492,NFLX,neutral,0.7230
7493,NFLX,neutral,0.5902
7494,NFLX,negative,0.9154
7495,NFLX,positive,0.8481
7496,AMC,neutral,0.9494
7497,NFLX,neutral,0.5495
7498,AMC,neutral,0.7955
7499,AMC,neutral,0.6937
7500,NFLX,neutral,0.9175
7501,NFLX,neutral,0.7908
7502,AMC,neutral,0.9226
7503,AAPL,neutral,0.9474
7504,NFLX,positive,0.6958
7505,AMZN,neutral,0.9391
7506,AMC,neutral,0.9502
7507,NFLX,neutral,0.5712
7508,AAPL,neutral,0.9452
7509,NFLX,neutral,0.7392
7510,NFLX,neutral,0.7858
7511,AAPL,neutral,0.9440
7512,NFLX,neutral,0.8936
7513,NFLX,neutral,0.5188
7514,INTC,neutral,0.8388
7515,AAPL,neutral,0.9145
7516,AAPL,neutral,0.8717
7517,AMC,neutral,0.9226
7518,NFLX,neutral,0.8280
7519,TSLA,neutral,0.9440
7520,TSLA,neutral,0.9440
7521,AAPL,neutral,0.9308
7522,GME,neutral,0.8776
7523,AMC,neutral,0.7783
7524,MSFT,negative,0.8201
7525,AMC,neutral,0.9483
7526,AMC,neutral,0.8714
7527,AMC,neutral,0.5403
7528,AAPL,neutral,0.9501
7529,NFLX,neutral,0.6959
7530,GME,neutral,0.6708
7531,AMC,neutral,0.9324
7532,NFLX,negative,0.9399
7533,NFLX,neutral,0.8886
7534,NFLX,positive,0.6246
7535,GOOGL,negative,0.7069
7536,NFLX,neutral,0.7276
7537,TSLA,neutral,0.8839
7538,AMC,neutral,0.7319
7539,NFLX,neutral,0.9287
7540,AMC,neutral,0.9361
7541,TSLA,negative,0.9657
7542,NFLX,neutral,0.9245
7543,AAPL,neutral,0.9435
7544,NFLX,neutral,0.8316
7545,NFLX,neutral,0.9419
7546,AAPL,positive,0.7300
7547,NFLX,neutral,0.9303
7548,META,neutral,0.9136
7549,AMC,negative,0.9720
7550,AMZN,neutral,0.8944
7551,AAPL,neutral,0.9532
7552,AAPL,neutral,0.9475
7553,AMC,neutral,0.9534
7554,NFLX,neutral,0.8394
7555,AMC,neutral,0.9496
7556,AAPL,neutral,0.9503
7557,AAPL,neutral,0.9499
7558,AAPL,positive,0.5405
7559,AAPL,neutral,0.9527
